"";"is_canceled";"lead_time";"children_babies";"booking_changes";"adr";"total_of_special_requests"
"99795";"0";3;0;0;190;1
"93028";"0";68;0;0;138,6;2
"49085";"0";37;0;0;96;0
"40123";"0";33;0;0;82;0
"73680";"0";3;0;0;89;1
"24766";"1";292;0;0;243,86;0
"60204";"1";277;0;0;90;0
"32866";"0";10;0;0;67;0
"98762";"0";224;0;0;106,72;3
"27552";"1";306;0;0;82,51;1
"28762";"1";139;1;0;140,43;3
"48640";"0";5;0;0;114,87;1
"50161";"0";54;0;0;62;0
"46800";"0";19;0;0;62;0
"95662";"0";90;0;0;117;1
"48414";"0";263;0;0;120;0
"30380";"0";2;0;0;87;1
"53811";"1";25;0;0;65;0
"65427";"1";281;0;0;62,8;0
"68596";"1";69;0;0;65;0
"100196";"0";227;0;0;130,5;3
"5464";"0";12;0;0;129;0
"1729";"0";93;2;0;129;1
"96287";"0";202;0;0;99;1
"65730";"1";165;0;0;62;0
"8965";"0";20;0;0;55,8;0
"42071";"0";0;0;0;75;0
"29946";"0";0;0;0;45;0
"7682";"1";34;0;0;58;0
"10170";"0";75;0;0;80,1;2
"70791";"1";73;0;0;144;1
"84738";"0";204;0;0;90,95;3
"74012";"0";16;0;1;75;0
"100954";"0";300;0;6;109,28;1
"91091";"0";0;1;0;103,7;3
"17773";"1";34;0;0;43;0
"84363";"0";48;0;0;111,6;0
"97301";"0";15;0;0;120;2
"68459";"1";368;0;0;138;0
"50420";"1";29;0;0;96,3;1
"28968";"1";187;0;0;58;0
"13453";"1";353;1;1;160;0
"54034";"1";141;0;0;110;0
"62937";"1";32;0;0;125;0
"73019";"0";16;0;1;66,57;1
"85850";"0";1;0;0;181,79;0
"102228";"0";53;2;1;256,72;1
"17139";"0";3;1;0;71;1
"2362";"0";120;0;0;40,5;0
"12757";"1";17;0;0;45;1
"33116";"0";12;0;0;105;1
"73603";"0";115;0;0;76;0
"47528";"0";52;0;0;62;0
"66150";"1";18;0;0;62;0
"86776";"0";259;1;0;135;2
"60743";"1";1;0;0;170;0
"82697";"0";30;0;0;116,1;0
"57050";"1";419;0;0;113;0
"48232";"0";74;0;0;90,65;2
"100377";"0";154;2;1;220;0
"82945";"0";158;0;0;137,7;2
"6297";"1";43;0;0;113,4;3
"93490";"0";1;1;0;118;2
"88988";"0";92;0;0;112;1
"74484";"0";17;0;1;89;1
"42108";"0";61;0;1;65;0
"49541";"1";9;0;0;97,75;1
"72576";"0";0;0;0;86;0
"3547";"1";267;0;0;66;0
"63369";"1";243;0;0;86,63;0
"71912";"0";44;1;2;159,08;3
"84776";"0";126;0;2;87,3;0
"96238";"0";178;0;0;130,5;2
"70275";"1";274;0;0;90;0
"17399";"1";11;0;1;39,15;1
"43171";"0";19;0;0;62;0
"80049";"0";265;0;0;115;1
"90739";"0";4;0;0;81,6;1
"71016";"1";26;0;0;69;2
"88281";"0";36;0;1;90,95;2
"16194";"1";73;0;0;43;0
"62626";"1";18;0;0;185;0
"44776";"0";152;0;2;139,87;1
"81437";"0";165;0;0;127,8;2
"51110";"1";161;0;5;147;0
"82762";"0";159;0;0;80,75;0
"29522";"0";2;2;0;49,1;0
"64871";"1";76;0;0;122,1;0
"56284";"1";162;0;0;76,42;1
"18140";"1";15;0;0;48;2
"64257";"1";629;0;2;130,5;0
"69685";"1";296;0;1;60;0
"3411";"1";237;0;0;86;0
"66449";"1";267;0;0;62;0
"15046";"1";358;0;0;56;2
"16082";"0";1;0;0;32;0
"74910";"0";78;2;0;243,9;1
"86165";"0";22;0;0;117;2
"89801";"0";0;0;0;75;1
"57740";"1";104;0;0;62;0
"67458";"1";169;0;0;64,33;0
"46402";"0";203;0;0;99,45;0
"29955";"0";31;0;0;42;1
"17580";"0";9;0;0;42;1
"91657";"0";64;0;0;112,33;2
"56514";"1";37;0;1;98;0
"70548";"1";150;0;0;125;0
"98148";"0";25;0;1;130;0
"57351";"1";103;0;0;79,2;1
"100221";"0";140;0;0;93,6;0
"39689";"0";37;0;0;126;0
"40642";"0";14;0;0;185;0
"21708";"0";225;0;0;81;1
"46185";"0";19;0;0;96,48;0
"22089";"0";225;0;0;78;0
"65170";"1";200;0;0;80;0
"100399";"0";184;0;0;89,1;1
"74946";"0";73;0;0;72,75;0
"95365";"0";88;0;0;88,2;1
"29456";"0";74;0;0;43;0
"14920";"1";147;0;0;36,13;0
"55765";"1";75;0;0;145,1;0
"47775";"0";9;0;0;120;0
"44918";"0";351;1;0;107,1;1
"84940";"0";169;0;1;149;1
"12068";"0";233;0;1;58;0
"32524";"0";3;0;0;75;1
"16382";"0";0;0;0;65;1
"53308";"1";29;0;0;95;0
"102258";"0";134;0;0;175,5;0
"38918";"0";285;0;0;106;2
"58589";"1";106;1;0;135;0
"74420";"0";6;1;0;116,2;2
"80639";"0";83;0;0;131,7;2
"92294";"0";32;0;0;60,06;1
"26595";"1";126;0;2;104,71;0
"27430";"1";320;0;0;86;2
"59126";"1";256;0;2;139,5;0
"103244";"0";215;2;0;202,5;0
"67883";"1";150;0;0;200;1
"52831";"1";130;0;0;82,28;0
"53505";"0";157;0;0;168,63;0
"77898";"0";73;0;0;140,4;0
"81654";"0";7;0;2;162;2
"1592";"1";0;0;0;146;2
"44010";"0";201;0;0;106,2;0
"11657";"0";48;0;0;141;0
"8468";"0";8;0;0;25,5;0
"96155";"0";5;1;1;204;2
"76298";"0";89;0;0;65,96;0
"95532";"0";86;0;1;166,5;1
"9116";"0";22;0;0;40;0
"22292";"1";26;0;1;129,77;0
"88524";"0";225;0;0;79;0
"87856";"0";386;0;0;151,2;0
"61115";"1";97;0;0;90;0
"79471";"0";155;0;0;121;1
"4813";"0";218;0;0;48;0
"40037";"0";0;0;0;62;0
"103319";"0";66;0;0;160;1
"74267";"0";49;1;0;98,1;2
"88279";"0";179;0;0;109;1
"36701";"0";12;0;0;209;2
"48420";"0";14;0;0;120;0
"83627";"0";0;0;0;150,3;3
"77137";"0";108;0;0;95;1
"103083";"0";2;0;0;183,33;1
"104110";"0";19;0;1;140;2
"13547";"1";365;0;0;173;0
"43542";"0";19;0;0;87,97;0
"80931";"0";180;0;0;85,5;0
"39596";"0";6;0;0;105;1
"43900";"0";9;0;0;47,43;0
"7368";"0";103;0;1;81;0
"15110";"1";414;0;0;80;1
"56004";"1";5;0;0;74,8;1
"10435";"1";87;0;0;167,2;2
"38568";"0";223;0;1;75;0
"48270";"0";0;0;0;120;0
"20195";"1";36;0;0;54,5;0
"21447";"1";9;0;0;48;1
"44444";"0";32;0;0;56,94;1
"72579";"0";9;0;0;60;0
"28487";"1";196;0;0;30;0
"34672";"0";103;0;0;155,82;1
"5280";"1";277;0;0;123,71;0
"77237";"0";95;0;0;56,47;0
"36743";"0";33;0;0;205;2
"79322";"0";124;0;1;75,33;0
"30695";"0";28;0;0;107;0
"87657";"0";0;1;0;153,05;1
"8367";"0";46;0;0;72;0
"19847";"1";11;0;0;106,5;0
"13508";"1";374;0;0;110,5;1
"30108";"0";0;0;0;48;1
"88228";"0";20;0;0;65;0
"29624";"0";1;0;0;43;1
"14262";"1";341;0;0;185,71;2
"57148";"1";44;0;0;95,4;2
"29464";"0";64;0;1;60;0
"3134";"0";2;0;0;72;0
"50184";"1";0;0;0;58,14;0
"18500";"1";26;0;0;22,5;0
"95405";"0";0;0;0;204;0
"57207";"1";65;2;0;125,4;0
"16802";"1";14;0;0;58;2
"58703";"1";53;0;0;85;0
"87077";"0";61;0;0;146,92;2
"9934";"0";14;0;0;115;2
"68095";"1";153;2;0;196;1
"9306";"0";9;0;1;60;0
"69464";"1";69;0;0;95;0
"52934";"1";89;0;0;95,04;0
"1782";"1";68;0;0;114;0
"74158";"0";1;0;0;95;0
"6242";"0";69;0;0;116,1;1
"59117";"1";53;2;0;258;0
"53232";"1";21;0;0;85;0
"48700";"0";223;0;0;140;0
"37150";"0";0;0;0;49,74;0
"46806";"0";291;0;0;113,05;1
"34598";"0";78;0;1;115,68;0
"94180";"0";30;0;0;134,8;3
"51368";"1";30;1;0;111,6;0
"37334";"0";180;0;0;68;1
"89322";"0";98;0;0;99,17;2
"73147";"0";2;0;1;138,25;1
"72613";"0";10;0;0;130;2
"8553";"0";3;2;1;93;1
"83816";"0";36;0;2;114,5;0
"71868";"0";0;0;0;105,75;2
"74272";"0";14;0;0;90;0
"79225";"0";3;0;0;130;1
"54965";"1";113;2;0;147,9;0
"60546";"1";74;0;0;139,5;0
"30945";"0";1;1;1;100;2
"43933";"0";115;0;0;78,3;0
"68884";"1";270;0;0;104,85;0
"73589";"0";115;0;0;75;0
"102581";"0";85;1;0;141,5;1
"28424";"1";181;0;0;39;1
"27824";"1";288;0;0;62;1
"46192";"0";3;1;0;180,68;0
"46077";"0";108;0;0;174;1
"22125";"0";273;0;2;130,29;0
"47614";"0";266;0;1;100;0
"89267";"0";20;0;0;120;0
"88657";"0";38;0;0;93,6;3
"40836";"0";67;0;0;112,2;0
"97440";"0";118;0;2;108;1
"37222";"0";2;0;0;94,5;0
"79807";"0";0;0;0;117,9;1
"59355";"0";304;0;0;135;0
"45133";"0";87;0;0;75;0
"18592";"1";0;0;0;25;0
"71863";"1";228;0;1;105,75;2
"20085";"1";44;0;0;60,92;2
"24939";"1";44;1;0;200,73;1
"3512";"1";214;0;0;81;0
"101208";"0";206;0;0;107,1;1
"18882";"0";11;0;0;63;1
"65502";"1";47;0;0;62;0
"40";"0";45;0;0;79,5;0
"55088";"1";14;0;0;79,2;0
"26323";"1";226;0;0;54;0
"21962";"1";144;0;0;48,75;0
"96518";"0";12;0;1;120;1
"54266";"1";0;0;0;150;0
"5454";"0";221;0;0;77,85;0
"73266";"0";38;0;0;91;0
"86306";"0";65;1;1;110;2
"93320";"0";175;0;2;167,45;1
"42039";"0";0;0;0;60;0
"15898";"0";263;0;2;52,2;0
"49896";"1";64;0;2;126;0
"1365";"1";98;0;0;130,9;0
"32852";"0";4;0;0;100;0
"48671";"0";57;0;0;62;0
"28000";"1";95;0;0;44;0
"36203";"0";188;0;0;184;1
"3477";"0";1;0;0;64;0
"50170";"1";36;0;0;62;0
"38184";"0";40;0;0;101,5;0
"87363";"0";377;0;0;90,95;2
"41527";"0";103;0;0;108;0
"18658";"0";6;0;0;58;2
"96094";"0";142;0;0;119,25;1
"86278";"0";11;0;1;140;2
"1464";"0";92;0;0;123;0
"9214";"0";22;0;0;65;0
"32167";"0";45;0;0;84;2
"67568";"1";33;0;1;136;0
"40012";"0";63;0;0;132;2
"25108";"1";25;0;1;77,03;1
"81846";"0";153;0;0;123,3;0
"15843";"0";0;0;0;26,33;0
"84223";"0";9;0;0;67;1
"92738";"0";10;0;0;79;0
"101488";"0";451;0;0;112,67;1
"26702";"1";61;0;0;90;1
"48541";"0";314;0;0;120;0
"55204";"1";55;0;0;63,75;2
"12086";"0";67;0;0;90;2
"5987";"0";19;0;0;100,8;0
"72340";"0";0;0;1;119;0
"50939";"1";251;0;0;149,4;0
"98949";"0";102;0;0;149,4;0
"46455";"0";159;0;0;65;0
"65262";"1";128;0;0;175,5;0
"54763";"1";163;2;3;156,6;1
"53963";"1";118;0;0;130;0
"101224";"0";173;0;0;89,1;0
"39712";"0";240;0;0;63,75;0
"29302";"0";7;0;0;58;0
"73327";"0";17;0;0;70;0
"11683";"0";45;0;0;185,4;2
"49038";"0";155;0;0;95;0
"24592";"1";65;0;0;258;0
"78941";"0";220;0;0;73,33;1
"25164";"1";208;0;0;133;2
"57811";"1";7;0;0;97,2;0
"36201";"0";2;0;0;197,93;0
"45124";"0";4;0;0;75;0
"8217";"1";39;0;0;82,8;1
"41764";"0";18;0;0;146;0
"14711";"1";336;0;0;89;1
"88195";"0";229;0;0;90,9;2
"93411";"0";49;0;4;65;1
"93215";"0";151;0;0;75;0
"71902";"0";4;0;0;69;0
"83267";"0";1;0;0;135,9;1
"26165";"1";350;0;1;85;1
"36306";"1";123;0;0;190;1
"30274";"0";0;0;0;60;0
"64913";"1";116;1;0;148,5;0
"88190";"0";199;0;0;109;2
"103259";"0";176;0;0;103,5;0
"13395";"1";332;0;0;153;0
"32870";"0";10;0;0;121;1
"78741";"0";114;0;1;110;1
"97251";"0";6;0;0;95;0
"94258";"0";13;0;0;100,3;1
"77485";"0";25;0;0;129;0
"28445";"1";73;0;0;41,11;1
"20310";"1";199;0;0;83;2
"16087";"0";2;0;0;64;1
"43350";"0";0;0;0;81,55;1
"23557";"1";1;0;0;139,52;1
"89261";"0";16;0;0;65,1;1
"191";"0";55;0;0;82;2
"93336";"0";0;0;0;193;2
"70758";"1";521;0;0;79,2;2
"89089";"0";44;0;0;75;1
"52866";"0";134;0;0;120;0
"27574";"1";114;0;0;48;1
"15700";"1";80;0;0;40;0
"93445";"0";77;0;0;82,8;1
"71397";"1";86;0;0;110;0
"68968";"1";226;0;0;105,3;1
"54574";"0";166;0;0;86,4;1
"42004";"0";2;0;0;76,5;1
"51729";"1";87;0;0;135;0
"87152";"0";5;0;0;65;0
"85788";"0";82;0;0;201,16;1
"3419";"1";228;0;0;83,9;0
"11626";"0";41;0;0;155,7;0
"64980";"1";158;0;0;114;1
"6614";"0";6;0;2;180;1
"13408";"1";332;0;0;156,22;1
"17103";"0";221;0;0;25;1
"50633";"0";68;0;0;62;0
"64337";"1";120;0;0;125;0
"1796";"0";65;0;0;116;0
"52762";"1";253;1;0;125,1;0
"82402";"0";118;0;0;65;1
"74814";"0";0;0;0;74,8;0
"25826";"1";17;0;0;131;1
"95992";"0";155;1;0;111,25;0
"12730";"0";0;0;1;55;0
"20269";"0";162;0;0;54;0
"102454";"0";38;0;0;210;0
"51572";"1";105;0;0;149,4;1
"84607";"0";138;0;0;80,75;0
"5165";"0";212;0;2;60;0
"84422";"0";31;0;2;98,6;0
"68933";"1";153;0;0;113,85;1
"78551";"0";9;0;1;65;0
"53868";"1";58;0;0;110;0
"43636";"0";97;0;0;72,9;0
"96485";"0";3;0;1;110;0
"9428";"0";86;0;1;95,4;1
"51849";"0";124;0;0;160;0
"79237";"0";0;0;0;140,4;1
"34124";"0";78;0;0;80,1;2
"16431";"0";0;0;1;35;0
"21208";"0";253;0;0;73;2
"21350";"1";236;0;0;48,6;1
"7026";"0";18;1;0;194;2
"33159";"0";16;0;0;76,67;1
"50984";"1";38;0;0;105,3;0
"65390";"1";67;0;0;62,8;0
"97300";"0";67;0;0;120;0
"38712";"0";336;0;1;12;0
"98253";"0";5;0;0;144,4;1
"41191";"0";11;0;0;62;0
"14939";"0";264;0;0;55,44;1
"6527";"0";5;0;0;157,25;0
"96879";"0";0;0;1;160;0
"31384";"0";92;0;0;64;0
"68239";"1";263;0;0;120;1
"16070";"0";6;0;0;42;0
"50410";"1";39;0;0;96,3;1
"43862";"0";63;0;0;60;0
"72312";"0";32;0;1;91;2
"92649";"0";18;0;0;64,14;1
"98502";"0";94;0;0;139,5;1
"58385";"1";219;0;1;108;0
"39209";"0";68;0;0;124;2
"93563";"0";207;0;0;79,2;1
"15747";"1";105;0;0;49,2;1
"8763";"0";55;0;0;48;0
"7916";"0";39;0;0;46;0
"68388";"1";59;0;0;136;1
"75060";"0";2;0;0;107;1
"23017";"1";155;0;0;35;0
"43094";"0";5;0;1;71;0
"16297";"0";7;0;0;36;0
"25297";"1";196;0;1;107,3;1
"21457";"0";239;0;0;42;0
"47665";"0";183;0;0;110;0
"52852";"0";154;0;0;97,2;0
"95408";"0";78;0;0;92,65;0
"48243";"0";229;0;0;121;0
"30824";"0";0;0;1;61,33;2
"2067";"0";7;0;0;60,3;1
"34794";"0";1;0;0;116,43;1
"5610";"0";58;0;0;64,8;1
"90664";"0";0;0;1;80;0
"44184";"0";13;0;0;67,5;0
"82230";"0";1;1;0;127,8;2
"73184";"0";14;0;0;66;1
"30439";"0";2;0;0;68;2
"84552";"0";44;0;0;118,15;1
"8850";"0";10;0;0;46;0
"51483";"0";91;0;0;141;1
"51359";"1";30;0;0;111,6;0
"77152";"0";101;2;0;221;1
"840";"0";460;0;0;77,54;0
"31642";"0";3;0;0;41,6;0
"3642";"0";186;2;0;65,65;0
"67428";"1";169;0;0;100;0
"46311";"0";2;0;0;105,3;1
"69921";"1";157;0;0;60;0
"48769";"0";4;0;0;75;0
"65251";"1";67;0;0;202,5;0
"57088";"1";50;0;0;98;0
"87413";"0";55;0;0;102,04;4
"40759";"0";57;0;0;170;0
"69173";"1";157;0;0;82,08;0
"59523";"1";188;0;0;90;0
"2408";"1";111;0;0;45;1
"25353";"1";43;0;1;73,5;0
"33990";"0";1;2;4;96;1
"11940";"0";72;0;1;194,29;1
"75823";"0";65;0;0;90;1
"37230";"0";27;0;0;94,5;0
"94287";"0";88;0;0;79,2;1
"86423";"0";100;0;0;140;1
"40120";"0";69;0;0;82;0
"22628";"1";14;0;0;122;1
"99911";"0";0;0;0;170;1
"94797";"0";7;0;0;110;0
"19782";"1";140;1;1;41,4;0
"65681";"1";27;0;0;62;0
"20204";"1";12;0;1;66;0
"64548";"1";373;0;0;155,1;0
"26013";"1";86;2;0;158,75;0
"86126";"0";30;0;0;90,09;1
"58089";"1";250;0;0;79,2;2
"76228";"0";2;0;0;72,75;0
"32628";"0";46;0;2;65;0
"26985";"1";140;0;0;52,86;3
"78285";"0";123;0;0;90;0
"64010";"1";56;0;1;90;0
"18119";"1";33;0;0;58;2
"56543";"1";51;0;0;80;0
"39910";"0";0;0;0;105;2
"80011";"0";41;0;0;101,7;1
"26134";"1";74;0;1;75;1
"96687";"0";84;0;2;153,9;0
"46172";"0";72;0;0;62;0
"5189";"1";272;0;0;73;2
"85657";"0";74;0;0;115,2;2
"62140";"1";28;0;0;130;0
"13563";"1";329;0;0;190,4;1
"88939";"0";35;0;0;161,15;1
"9546";"1";22;0;0;54;1
"63179";"1";112;0;0;116,1;1
"51019";"1";4;0;0;139,5;0
"41545";"0";35;0;0;101,5;0
"25928";"1";8;0;0;90;0
"56377";"1";195;0;0;117,3;3
"80982";"0";109;0;0;151;2
"9529";"0";6;1;2;150;1
"68354";"1";246;0;0;75;0
"33615";"0";3;1;2;152;1
"45973";"0";135;1;2;148,5;0
"23595";"1";211;0;0;194,49;1
"100892";"0";142;0;2;152,1;3
"33669";"0";80;0;0;70,95;0
"30327";"0";82;0;0;80;1
"23867";"1";385;0;0;95,4;1
"57317";"1";426;0;0;118;0
"86960";"0";75;0;0;133,47;1
"76785";"0";2;0;0;159,3;2
"56249";"1";128;0;0;92,63;1
"91011";"0";4;0;0;138;0
"43516";"0";43;0;0;106;0
"9300";"0";52;0;0;60;0
"48312";"0";300;0;0;73,33;1
"94271";"0";2;0;0;78,4;0
"104202";"0";141;0;4;138,75;1
"6270";"0";26;0;0;209;0
"77569";"0";47;2;0;221;0
"82860";"0";45;0;1;116;1
"54398";"1";350;0;0;85,75;1
"17323";"0";0;0;0;50,33;0
"31712";"0";32;0;0;66;2
"90256";"0";51;0;0;88;1
"76399";"0";19;1;0;118,8;1
"94625";"0";1;0;0;158;2
"6185";"0";22;0;2;209,1;0
"43751";"0";128;0;0;67,5;0
"76100";"0";79;2;2;173,12;2
"51252";"0";85;0;0;162,3;1
"83509";"0";69;0;0;135,9;1
"89327";"0";85;0;0;58,45;1
"27068";"1";322;0;2;48;1
"63255";"1";28;0;2;103,5;1
"3742";"0";41;0;0;84;0
"12482";"1";134;0;0;75;0
"18515";"0";63;0;0;54;0
"99504";"0";21;0;1;65;1
"21660";"1";213;1;1;61;2
"44163";"0";138;0;0;71,1;0
"68794";"1";97;0;0;104,72;1
"101570";"0";181;0;0;86,25;1
"92393";"0";4;0;0;57,06;0
"94986";"0";14;0;0;66,88;0
"39633";"0";5;0;0;110;0
"64736";"1";31;0;0;125;2
"61997";"1";38;0;2;159;1
"14039";"1";299;0;0;173;0
"101580";"0";277;0;0;89,1;2
"19743";"1";140;0;1;55;1
"25868";"1";40;0;0;82,1;1
"86594";"0";7;0;2;111;0
"13836";"1";276;0;1;16;0
"69550";"1";126;0;2;128;0
"61837";"1";129;1;0;162;1
"25526";"1";85;0;0;167,5;0
"100621";"0";163;0;0;89,1;0
"80072";"0";192;0;0;95;0
"14803";"1";273;0;0;86,86;1
"56749";"1";144;0;0;158;2
"96744";"0";13;0;1;68,88;0
"25995";"1";86;0;0;59;1
"58096";"1";20;0;0;63;0
"91836";"0";27;0;0;82,88;1
"65371";"1";62;0;0;62,8;0
"63360";"1";10;0;0;120;0
"38560";"0";262;0;0;79;0
"88791";"0";0;0;0;134,75;1
"33386";"0";5;0;0;95,33;1
"73764";"0";54;0;2;91;1
"103644";"0";6;3;0;264,44;2
"17783";"1";34;0;0;39;0
"65708";"1";22;0;0;62;0
"2228";"0";0;0;0;37;0
"51882";"1";281;0;0;124,36;0
"86104";"0";35;0;2;95;2
"29411";"0";87;0;0;55;0
"76882";"0";222;0;0;125,1;0
"85851";"0";4;0;0;181,79;0
"73914";"0";14;0;0;83,9;1
"97169";"0";96;0;0;105;2
"93630";"0";43;0;0;108;3
"66485";"1";85;0;0;62;0
"27072";"1";336;0;0;55,8;2
"15211";"0";1;0;2;44,5;0
"78820";"0";50;0;2;80,75;0
"68547";"1";89;0;0;114;1
"84146";"0";156;0;1;123,25;0
"59762";"1";166;0;0;120;0
"23247";"1";107;0;0;217;2
"78798";"0";93;0;1;159,3;0
"74388";"0";8;0;0;85;1
"66281";"1";128;0;0;62;0
"18617";"0";7;0;0;54;0
"37277";"0";161;0;0;75;0
"292";"0";8;0;0;131;0
"86446";"0";221;0;0;146;0
"1653";"0";165;0;0;51,75;0
"16610";"0";18;0;0;53;0
"32676";"0";30;0;0;190;0
"60427";"1";496;0;0;130;0
"19906";"1";53;0;2;119;0
"101275";"0";37;0;0;155;0
"103352";"0";27;0;0;160;3
"88079";"0";104;0;0;85;0
"38121";"0";220;0;2;76,5;1
"16692";"0";25;0;0;38,7;0
"92624";"0";2;0;0;74,8;0
"19046";"0";83;0;1;31,45;0
"71019";"0";9;0;0;95,4;1
"56194";"1";186;0;0;75;0
"61575";"1";16;0;0;215;1
"59717";"1";105;0;0;174;1
"43696";"0";7;0;0;65,75;1
"56670";"1";148;0;0;60;0
"22074";"1";112;0;0;64,94;1
"24577";"1";87;0;0;183;0
"88588";"0";83;1;0;106,38;1
"2938";"0";103;0;0;26,95;1
"104233";"0";1;0;0;109,5;1
"49649";"1";23;0;0;82,45;1
"96866";"0";47;0;2;108;0
"98924";"0";4;0;0;95;0
"71980";"0";0;0;0;45;0
"72567";"0";129;0;1;108;0
"36933";"0";19;1;1;204;2
"98361";"0";83;0;0;126;1
"101933";"0";18;1;0;157;2
"17510";"0";35;0;0;38;0
"63694";"1";97;0;0;60;1
"57335";"1";163;0;0;93,6;0
"100714";"0";107;0;0;95,76;0
"49055";"0";66;0;0;109;0
"10682";"1";27;0;2;120;1
"13498";"1";367;0;0;122,34;1
"26887";"1";210;0;0;45;0
"24203";"1";151;1;1;243,17;1
"103435";"0";167;1;0;133,65;1
"50542";"0";64;0;0;101,15;0
"62301";"1";78;0;0;125,1;0
"27394";"1";248;0;1;30,24;0
"63509";"1";241;0;0;156,6;0
"80997";"0";39;0;0;120,7;1
"12185";"0";79;0;1;40;2
"8581";"0";138;0;2;61,8;0
"2208";"0";6;0;1;82;1
"10165";"1";75;0;0;108,33;0
"20047";"0";190;0;0;42;0
"41816";"0";10;0;0;85,67;0
"44719";"0";1;0;0;65;0
"20732";"1";89;0;0;75;1
"72663";"0";59;0;0;62;0
"44679";"0";70;1;0;76,05;1
"84563";"0";40;0;0;85,5;0
"7673";"0";0;0;1;79;0
"73193";"0";19;0;0;85;1
"12336";"0";98;1;0;122,5;3
"19256";"0";22;0;0;56;0
"79077";"0";118;0;0;115;1
"46959";"0";0;0;0;65;0
"94298";"0";60;0;0;97,2;1
"88342";"0";7;0;0;123,3;0
"50645";"0";75;0;0;146,7;0
"92357";"0";35;0;0;127,5;1
"88781";"0";71;0;0;114,85;0
"35410";"0";109;0;0;120;1
"94802";"0";0;0;0;80;0
"32542";"0";43;0;1;8;1
"45281";"0";222;0;0;78;0
"44685";"0";0;0;0;130;0
"80940";"0";151;0;0;92,94;0
"23877";"0";343;0;2;199;2
"60804";"1";18;0;0;185;0
"69584";"1";17;0;1;109,25;0
"100951";"0";26;0;0;177,3;1
"6331";"0";4;0;0;182;0
"60496";"1";64;0;0;89,1;0
"87035";"0";203;0;0;115,6;2
"79435";"0";21;0;0;109,65;1
"91517";"0";2;0;0;156;0
"75707";"0";1;0;0;89;0
"52948";"1";68;0;4;118,8;1
"4706";"0";101;0;0;42;0
"60302";"1";54;0;0;174;2
"101166";"0";31;0;0;160;1
"65947";"1";47;0;0;89,25;0
"44649";"0";80;0;0;159,3;0
"61016";"1";517;0;0;138,6;0
"41202";"0";0;0;0;70;0
"67950";"1";12;0;0;102,6;0
"78688";"0";6;0;1;101,15;0
"78665";"0";67;0;0;102,43;1
"103915";"0";63;0;0;119,4;0
"29135";"1";58;0;0;43;0
"90162";"0";73;0;0;116,33;1
"45623";"0";12;0;0;68;1
"47284";"0";122;0;0;139,6;0
"58254";"1";219;0;2;79,2;0
"46367";"0";2;0;0;60;0
"101850";"0";168;0;0;107,1;0
"22743";"1";115;0;1;61;0
"89429";"0";11;0;0;88;2
"22955";"1";1;0;0;141;0
"62167";"1";74;0;0;144;0
"53619";"0";316;2;0;198;2
"34673";"0";98;0;0;177,8;1
"48719";"0";25;0;0;75;0
"55566";"1";179;0;0;114,25;0
"92456";"0";6;0;1;93;0
"19034";"1";41;0;0;26,1;0
"49567";"0";15;0;0;118,15;2
"98020";"0";96;0;0;138;0
"99511";"0";34;0;0;117,33;0
"81815";"0";105;0;0;72,25;0
"73616";"0";0;0;0;89;0
"61643";"1";226;0;0;130;0
"57426";"1";92;0;0;75;0
"60525";"1";45;0;0;130;0
"48213";"0";201;0;0;90;1
"1250";"1";35;0;0;172;2
"56325";"1";398;0;0;65;0
"310";"0";90;1;0;117,22;2
"37365";"0";214;0;0;62;0
"100929";"0";152;0;0;80,1;1
"59853";"1";482;0;0;215;1
"95495";"0";82;1;0;121,9;2
"18647";"0";4;0;0;66;1
"42574";"0";4;2;0;177;0
"83797";"0";17;0;0;65;1
"28520";"1";129;0;0;49,8;2
"99787";"0";47;0;0;213;0
"1566";"0";112;0;0;64,29;0
"34451";"0";197;0;0;179;0
"62419";"1";17;0;0;162;1
"80260";"0";38;0;0;96,3;1
"35120";"0";64;0;0;74,7;1
"57253";"1";49;0;0;158;0
"99569";"0";74;0;0;140;1
"72453";"0";14;0;0;52;0
"40758";"0";83;0;0;170;0
"46955";"0";36;0;0;65;0
"52619";"0";145;0;0;95;0
"29061";"1";277;1;0;136;0
"43693";"0";0;0;0;92;0
"63225";"1";601;0;0;141,3;1
"22725";"1";48;0;0;66,6;0
"6009";"0";305;0;0;163;2
"23561";"1";238;0;0;135,5;1
"59625";"1";189;0;0;100;0
"60669";"1";10;0;0;190;1
"93778";"0";201;2;0;76,16;2
"80229";"0";88;0;5;103,72;2
"27080";"1";27;0;0;29;0
"65153";"1";87;0;0;116,1;2
"93327";"0";42;0;0;60,94;1
"8092";"0";0;0;0;55,8;0
"63664";"1";105;0;0;112,67;0
"3264";"0";0;0;0;26;0
"99109";"0";2;1;1;187;4
"86739";"0";35;0;0;118,8;1
"93533";"0";28;0;0;98,6;3
"27681";"1";94;0;0;60;1
"45948";"0";260;0;0;103;0
"38176";"0";14;0;0;109;0
"43523";"0";17;0;0;106;0
"48573";"0";132;0;0;130;0
"91264";"0";190;0;0;167,8;1
"39543";"0";364;0;0;120;1
"79789";"0";32;0;0;89,75;0
"45301";"0";31;0;1;86,62;1
"82256";"0";12;0;0;123,3;1
"63910";"1";64;0;0;110;0
"56816";"1";412;0;0;59,5;0
"4255";"0";67;0;1;54,5;0
"98343";"0";92;1;0;155,25;2
