"";"is_canceled";"lead_time";"children_babies";"booking_changes";"adr";"total_of_special_requests"
"14124";"1";313;0;0;158,3;1
"14126";"1";313;0;0;120,6;1
"14129";"1";313;0;0;166;1
"14136";"1";313;0;0;151,23;1
"14139";"1";313;0;0;173;3
"14140";"1";313;0;0;168,25;0
"14141";"1";313;0;0;204;0
"14144";"1";313;0;0;213,4;1
"14148";"1";323;0;0;107;0
"14149";"1";323;0;1;166;1
"14151";"1";323;2;0;244;2
"14156";"1";323;0;0;206,34;2
"14157";"1";323;0;0;153;0
"14158";"1";323;0;0;177,57;0
"14159";"1";323;0;0;133;0
"14160";"1";323;0;0;119,97;1
"14162";"1";323;0;0;118,13;0
"14163";"1";323;0;0;139;1
"14165";"1";323;0;0;173;0
"14171";"1";323;0;1;153,3;1
"14172";"1";323;0;1;209;1
"14175";"1";323;0;0;55,8;0
"14176";"1";327;0;0;107;0
"14182";"1";327;0;0;106;0
"14183";"1";327;2;1;177,14;1
"14186";"1";327;1;0;183;0
"14187";"1";327;0;0;175,17;1
"14188";"1";327;0;0;171,08;1
"14192";"1";327;2;0;241;0
"14193";"1";327;1;0;66;1
"14194";"1";327;0;0;132,6;1
"14196";"1";327;2;0;181;1
"14198";"1";327;0;0;34;0
"14199";"1";327;0;0;153;0
"14201";"1";327;0;1;153;0
"14203";"1";327;0;1;153;1
"14204";"1";327;0;0;99,5;0
"14205";"1";327;0;0;27;0
"14207";"1";334;0;1;39;0
"14210";"1";334;0;0;45;0
"14213";"1";334;0;0;163,8;1
"14215";"1";334;0;0;172;1
"14220";"1";334;0;0;132,44;2
"14222";"1";334;0;0;168,8;0
"14223";"1";334;0;0;169,83;1
"14225";"1";334;1;0;177,47;2
"14226";"1";334;0;1;177,47;1
"14228";"1";334;0;0;110,7;0
"14230";"1";334;0;1;114,71;1
"14231";"1";334;1;1;154,71;1
"14233";"1";334;0;0;143,29;0
"14234";"1";334;0;0;164;0
"14236";"1";341;0;0;149;2
"14238";"1";341;0;0;135;0
"14239";"1";341;0;1;175,26;0
"14240";"1";341;0;0;180;0
"14242";"1";341;0;0;120,6;1
"14245";"1";341;0;1;122,88;0
"14246";"1";341;0;0;180,53;2
"14247";"1";341;2;0;160,48;1
"14250";"1";341;1;0;235,07;1
"14253";"1";341;0;1;58,95;0
"14254";"1";341;1;0;147,09;1
"14256";"1";341;2;2;234,67;3
"14258";"1";341;0;0;43,65;0
"14259";"1";341;0;1;154;1
"14261";"1";341;0;0;60;0
"14263";"1";341;0;0;104;0
"14266";"1";355;0;0;88,4;0
"14268";"1";355;0;0;193,5;0
"14271";"1";355;0;0;150,83;2
"14273";"1";355;0;1;170,5;3
"14277";"1";355;0;0;166;2
"14282";"1";355;0;0;110,88;0
"14288";"1";355;0;0;183;0
"14291";"1";355;0;0;120,6;1
"14293";"1";355;0;0;133;0
"14294";"1";355;0;0;135,14;0
"14297";"1";283;0;0;150;1
"14298";"1";192;0;0;134;0
"14302";"0";257;0;0;133;0
"14304";"0";257;0;1;142,65;1
"14305";"0";257;0;0;129,6;1
"14306";"0";257;0;0;183;0
"14307";"0";257;0;0;107;0
"14308";"0";257;0;0;99;1
"14310";"0";257;1;0;178;1
"14313";"0";257;0;1;134;1
"14314";"0";257;0;0;120,6;0
"14317";"0";257;0;0;104,16;1
"14318";"0";257;0;0;184,5;1
"14320";"0";257;0;0;115;1
"14323";"0";257;0;1;123;0
"14324";"0";257;0;0;97,8;0
"14325";"0";257;0;0;104,98;2
"14327";"0";257;0;0;98;2
"14332";"0";257;0;1;154;2
"14337";"0";257;0;1;108,34;1
"14338";"0";257;0;0;75,53;0
"14340";"0";257;0;0;104,5;2
"14341";"0";257;0;0;133,43;0
"14343";"0";257;0;0;120,79;0
"14345";"0";257;0;0;165,75;2
"14346";"0";257;0;1;142,5;1
"14348";"0";257;0;0;126,57;1
"14349";"0";257;0;1;132,33;1
"14351";"0";257;0;0;96,3;2
"14352";"0";257;0;0;137,65;1
"14353";"0";257;0;0;123,6;1
"14357";"0";257;0;0;81;0
"14364";"1";281;0;0;92,63;0
"14367";"1";281;0;0;55,68;2
"14368";"1";290;0;0;55,68;2
"14370";"1";290;0;0;218,3;1
"14371";"1";290;0;0;105,5;1
"14372";"1";290;0;0;93,4;0
"14373";"1";290;0;0;146;2
"14374";"1";290;0;1;106,21;1
"14375";"1";290;0;1;123,12;1
"14376";"1";290;1;1;138,6;2
"14381";"1";290;0;0;110,58;0
"14385";"1";290;0;0;150,5;3
"14391";"1";290;1;1;77,79;0
"14394";"1";290;0;0;101,25;0
"14398";"1";290;0;0;102;0
"14400";"1";295;0;0;110,7;2
"14402";"1";295;0;0;123;0
"14403";"1";295;0;0;87,75;0
"14405";"1";295;0;1;161,8;3
"14406";"1";295;0;3;117,81;1
"14408";"1";295;0;0;186,5;0
"14409";"1";295;0;0;140;1
"14410";"1";295;0;0;123,5;0
"14412";"1";295;0;0;122,43;1
"14413";"1";295;0;0;121,8;0
"14414";"1";295;0;0;131,5;2
"14416";"1";295;0;0;167,25;0
"14419";"1";295;0;0;82,35;0
"14422";"1";295;0;0;115;1
"14423";"1";295;0;0;115;1
"14425";"1";295;0;0;103,05;1
"14432";"1";302;0;0;141;2
"14433";"1";302;0;0;88,2;0
"14434";"1";302;0;0;49,67;1
"14440";"1";302;0;0;66;1
"14441";"1";302;0;0;146;1
"14447";"1";302;1;0;219,25;0
"14449";"1";302;0;0;141;2
"14451";"1";302;0;0;113;1
"14456";"1";302;0;0;123;2
"14457";"1";302;0;0;104,98;0
"14458";"1";302;0;2;141;0
"14459";"1";312;0;2;110,7;0
"14462";"1";312;0;0;110,7;0
"14463";"1";312;2;1;120;2
"14464";"1";312;0;1;171,06;2
"14467";"1";312;0;2;110,7;0
"14469";"1";312;0;0;52,2;1
"14470";"1";312;0;0;131;0
"14471";"1";312;0;2;159,5;1
"14474";"1";312;0;0;120,71;0
"14476";"1";312;0;0;160;2
"14478";"1";312;0;1;152;2
"14480";"1";312;0;0;58,95;1
"14481";"1";312;0;0;77,78;1
"14482";"1";312;0;0;58,95;1
"14483";"1";323;0;0;73,8;0
"14490";"1";323;0;0;146,67;1
"14491";"1";323;0;0;77,78;0
"14492";"1";323;0;0;129,58;0
"14499";"1";323;0;1;68,5;0
"14501";"1";323;0;0;124,25;1
"14503";"1";323;0;0;71,55;2
"14504";"1";330;0;0;55,68;0
"14506";"1";330;0;0;71,55;1
"14511";"1";330;0;0;42;0
"14512";"1";330;0;0;35;0
"14513";"1";330;0;1;150,86;2
"14515";"1";330;2;1;137;1
"14518";"1";330;0;0;58,95;0
"14520";"1";330;0;0;71,55;0
"14521";"1";330;0;0;67,58;1
"14523";"1";330;0;0;113;0
"14524";"1";330;0;0;198;3
"14532";"1";330;2;0;171,25;1
"14534";"1";337;0;0;80,33;0
"14536";"1";337;1;0;132,19;1
"14537";"1";337;0;0;87;0
"14540";"1";337;0;0;77,78;1
"14542";"1";337;0;0;100,87;1
"14544";"1";337;0;1;97,5;0
"14551";"1";337;0;0;90;0
"14554";"1";337;0;1;96,3;2
"14556";"1";337;0;0;155,5;2
"14558";"1";337;0;0;54,9;0
"14563";"1";351;0;0;135,31;0
"14565";"1";351;0;0;120;1
"14567";"1";351;0;0;97,5;0
"14569";"1";351;0;0;61,65;0
"14570";"1";351;0;0;91,5;0
"14573";"1";351;0;0;60,51;0
"14574";"1";351;0;0;92,4;0
"14577";"1";351;0;0;94,37;2
"14579";"1";351;0;0;98;2
"14582";"1";351;0;0;112;1
"14586";"1";351;0;0;135,67;1
"14589";"1";274;0;0;55,68;2
"14592";"1";274;0;0;60,61;0
"14594";"1";274;0;0;55,68;0
"14597";"1";274;0;0;146;1
"14599";"1";274;0;1;36;0
"14600";"1";274;0;1;36;0
"14601";"1";274;0;5;34;0
"14602";"1";274;0;1;36;0
"14603";"1";274;0;3;36;0
"14606";"1";274;0;0;36;0
"14608";"1";157;0;0;36;0
"14609";"1";180;0;0;36;0
"14610";"1";166;0;0;36;0
"14611";"1";301;0;0;36;0
"14612";"1";301;0;0;36;0
"14614";"1";301;0;0;59;1
"14616";"1";301;0;0;80;0
"14617";"1";301;0;0;80;0
"14618";"1";301;0;0;80;0
"14621";"1";301;0;0;80;0
"14624";"1";301;0;0;80;1
"14627";"1";301;0;0;80;0
"14628";"1";301;0;0;80;0
"14629";"1";301;0;0;80;0
"14637";"1";301;0;0;99,18;0
"14639";"1";301;0;0;62,48;0
"14641";"1";301;0;0;58,5;0
"14642";"1";301;0;0;35,1;1
"14644";"1";301;0;0;48;1
"14645";"1";301;0;0;43;1
"14646";"1";301;0;0;43;1
"14648";"1";301;0;0;66,6;0
"14649";"1";301;0;1;48;0
"14650";"1";301;0;0;55;2
"14652";"1";301;0;0;150,82;1
"14657";"1";301;0;0;56,98;2
"14658";"1";301;0;0;54,84;0
"14664";"1";301;0;0;62,48;0
"14667";"1";301;0;0;107,82;2
"14670";"1";301;0;0;98,6;0
"14672";"1";301;0;0;38;0
"14674";"1";336;0;0;59;0
"14678";"1";336;0;2;39;0
"14680";"1";336;0;0;45;0
"14681";"1";336;0;0;45;0
"14685";"1";336;0;0;66,6;2
"14688";"1";336;0;0;102,6;1
"14694";"1";336;0;0;73,15;1
"14696";"1";336;0;0;102,24;0
"14699";"1";336;0;0;74;2
"14701";"1";336;0;1;78,3;1
"14703";"1";336;0;0;98;0
"14708";"1";336;0;1;78,3;1
"14710";"1";336;0;0;99;1
"14712";"1";336;0;0;93,17;3
"14720";"1";336;0;0;112,6;1
"14722";"1";336;0;0;50,15;0
"14725";"1";364;0;0;79,09;1
"14735";"1";364;0;0;80;0
"14736";"1";364;0;1;59;0
"14740";"1";364;0;0;93,17;1
"14741";"1";364;0;0;81,62;1
"14744";"1";364;2;0;132,75;0
"14747";"1";364;0;0;80;0
"14749";"1";364;2;0;131,67;2
"14750";"1";364;0;0;78,87;1
"14762";"1";364;0;0;99;1
"14764";"1";364;0;0;105,2;0
"14765";"1";364;0;0;90;0
"14766";"1";364;0;0;90;0
"14770";"1";260;0;0;90;0
"14771";"1";260;0;0;90;0
"14772";"1";260;0;0;90;0
"14773";"1";260;0;0;90;1
"14776";"1";336;0;0;90;0
"14781";"1";288;0;0;121,5;1
"14782";"1";288;0;0;56,98;1
"14783";"1";288;0;0;64;0
"14784";"1";288;0;0;53,55;1
"14785";"1";288;0;0;53,55;2
"14786";"1";288;0;0;86,28;0
"14787";"1";364;0;0;62,48;0
"14788";"1";364;0;0;62,48;0
"14789";"1";364;0;1;78,88;0
"14791";"1";364;0;0;53,1;3
"14797";"1";273;0;4;155,33;1
"14799";"1";273;0;0;101,5;0
"14802";"1";273;0;0;63,91;0
"14808";"0";181;0;1;65,5;0
"14809";"0";181;0;1;56,5;0
"14812";"1";233;0;2;61,5;0
"14813";"1";233;0;0;89,2;0
"14815";"1";233;0;1;121;0
"14817";"1";233;2;0;135;0
"14818";"1";233;0;0;68,4;0
"14819";"1";233;0;0;80,1;2
"14820";"1";233;0;0;91;2
"14823";"1";233;1;0;53,1;1
"14825";"1";261;0;0;86,28;0
"14826";"1";261;0;0;97;1
"14827";"1";261;0;0;74;0
"14828";"1";261;0;0;87,07;2
"14832";"1";261;0;0;58,41;1
"14833";"1";261;0;0;67,31;0
"14836";"1";261;0;0;100,9;1
"14837";"1";261;0;0;62,48;2
"14839";"1";261;0;0;72,41;2
"14842";"1";261;0;0;70,98;2
"14843";"0";260;0;0;80,1;1
"14844";"0";260;0;0;114;2
"14848";"0";260;0;0;74;1
"14852";"1";135;0;1;64;0
"14859";"1";151;0;0;102,1;1
"14860";"1";151;0;0;165;2
"14862";"1";165;0;0;86,1;1
"14865";"1";165;0;0;97;1
"14868";"1";165;0;1;83;1
"14869";"1";165;0;0;95;0
"14874";"1";179;0;0;69,91;1
"14881";"1";200;1;0;131;1
"14883";"1";200;0;0;53,55;0
"14886";"1";200;0;2;104,2;1
"14887";"1";200;0;0;89,2;0
"14890";"1";200;0;0;50,15;0
"14891";"1";221;1;2;53,1;3
"14892";"1";221;0;0;50,48;1
"14894";"1";221;0;0;34;0
"14896";"1";221;0;0;95;0
"14901";"1";147;0;0;89;0
"14904";"1";147;0;0;37,67;0
"14905";"1";147;0;0;74;0
"14906";"1";147;0;1;43,78;0
"14908";"1";147;1;1;99;2
"14909";"1";147;0;0;57,6;0
"14912";"1";147;0;0;37,56;1
"14913";"1";147;0;0;81,43;0
"14914";"1";147;0;0;45,9;0
"14916";"1";147;0;0;68;3
"14917";"1";147;0;0;68;3
"14918";"1";147;0;0;95,82;2
"14924";"1";147;0;0;31,64;1
"14926";"1";147;0;0;69,3;1
"14927";"1";147;0;1;37,83;2
"14930";"1";147;0;0;31,45;0
"14931";"1";147;0;0;51,7;3
"14933";"1";147;0;0;68;0
"14934";"1";147;0;0;45,9;1
"14935";"0";264;1;1;67,5;0
"14937";"0";264;0;0;58;0
"14944";"0";264;0;0;69;0
"14945";"0";264;0;3;120;2
"14946";"0";264;0;0;70,84;1
"14949";"0";264;3;0;127;0
"14950";"1";138;0;0;88;0
"14951";"1";164;0;0;88;0
"14952";"1";164;0;0;78,5;0
"14953";"0";136;0;0;78,5;0
"14956";"0";271;0;0;78,5;0
"14957";"0";271;0;0;48,5;0
"14958";"0";271;0;0;72,43;1
"14959";"0";271;0;1;58,5;0
"14966";"1";154;0;0;75,8;0
"14969";"0";273;0;0;44,5;0
"14971";"0";273;0;0;67,8;2
"14972";"0";273;0;0;89,84;0
"14976";"0";273;0;0;42,5;1
"14977";"0";273;0;0;68;0
"14978";"0";273;0;0;54;1
"14983";"0";273;0;0;90;0
"14985";"0";273;0;0;68,8;0
"14988";"0";273;0;0;137;2
"14991";"0";273;0;0;56,95;0
"14994";"0";273;0;0;98,8;1
"14995";"0";273;0;0;76;0
"14998";"0";273;0;0;66;0
"15000";"0";273;0;0;66,3;2
"15006";"0";273;0;0;37;0
"15010";"0";273;0;0;63,29;0
"15012";"0";273;0;0;47;0
"15014";"0";273;0;0;56,4;0
"15022";"1";172;0;0;54;0
"15023";"1";221;0;0;55;1
"15025";"1";221;0;0;44,5;0
"15028";"0";103;0;0;41,4;0
"15031";"1";358;0;0;80;0
"15036";"1";358;0;0;72,1;0
"15040";"1";358;0;0;39,95;0
"15041";"1";358;0;0;71,26;0
"15045";"1";358;0;0;55,64;1
"15047";"1";358;0;2;65;1
"15048";"1";358;0;0;65,4;2
"15049";"1";358;0;0;48,6;0
"15055";"1";358;0;0;61,7;0
"15058";"1";358;0;1;47;1
"15061";"1";358;0;0;79,8;0
"15063";"1";379;0;0;36,13;0
"15065";"1";379;0;0;41,4;0
"15068";"1";379;0;0;109;0
"15070";"1";379;0;0;42,28;0
"15071";"1";379;0;0;50,4;1
"15076";"1";379;0;0;40,7;0
"15079";"1";379;0;1;59,89;1
"15082";"1";379;0;0;47,33;0
"15084";"1";379;0;0;70,5;1
"15085";"1";379;0;0;67;0
"15087";"1";379;0;0;67,14;0
"15090";"1";414;0;0;48;0
"15091";"1";414;0;0;48;0
"15093";"1";414;0;0;38;0
"15095";"1";414;0;0;35;0
"15096";"1";414;0;2;80;1
"15098";"1";414;0;2;80;0
"15105";"1";414;0;0;86;1
"15108";"1";414;0;0;50,03;1
"15113";"1";414;0;2;56;0
"15115";"1";414;0;0;64;0
"15122";"1";195;0;0;74;1
"15128";"1";195;0;0;52,5;0
"15132";"1";195;0;0;61,5;1
"15135";"1";199;0;0;75,86;0
"15136";"1";199;2;0;121,17;0
"15137";"1";199;0;0;62;0
"15138";"1";199;0;0;53;0
"15142";"1";199;0;1;106;1
"15143";"1";199;0;0;106;1
"15144";"1";199;2;0;106;0
"15147";"1";199;0;0;77,29;0
"15148";"1";199;0;0;68,74;0
"15152";"1";199;0;0;47;0
"15157";"1";207;0;0;45;0
"15158";"1";207;1;0;52,8;1
"15160";"1";207;0;0;45;0
"15162";"1";207;0;0;40;0
"15164";"1";207;0;0;39;0
"15165";"1";207;0;0;45;0
"15169";"1";207;0;0;42;0
"15170";"1";207;0;0;59;0
"15172";"1";207;0;0;35;0
"15175";"1";208;0;0;45;0
"15178";"1";224;0;0;45;0
"15179";"1";224;0;0;77,84;0
"15183";"1";224;0;0;76;2
"15184";"1";224;0;0;78,5;1
"15185";"1";224;0;2;67,31;0
"15186";"1";224;0;0;43,3;1
"15191";"0";138;0;0;42,3;2
"15192";"0";138;0;0;39;2
"15196";"0";138;0;0;52,8;0
"15197";"0";138;0;0;53;0
"15200";"0";138;0;0;62;0
"15202";"0";138;0;0;74,4;1
"15203";"0";138;0;0;42,3;0
"15206";"0";138;0;0;55,46;0
"15212";"0";0;0;1;66;1
"15213";"0";210;0;0;106;1
"15215";"0";209;0;1;38,12;0
"15216";"0";210;0;0;36,12;0
"15219";"0";1;0;0;56,4;1
"15221";"0";3;0;3;44,5;2
"15225";"1";204;0;0;47;0
"15226";"1";204;0;2;37;0
"15227";"0";150;0;0;72;1
"15230";"0";175;0;0;72;0
"15231";"0";0;0;0;50,4;1
"15234";"0";0;0;1;44,5;0
"15237";"0";0;0;0;43,12;1
"15240";"0";8;0;0;62;1
"15247";"0";13;0;0;62,8;0
"15248";"0";1;0;1;109;0
"15251";"0";109;0;1;58,8;0
"15255";"0";160;0;1;37;0
"15258";"0";0;0;0;83;0
"15263";"0";217;0;1;44,5;0
"15264";"0";217;0;1;44,5;0
"15265";"0";181;0;1;37;0
"15266";"0";181;0;1;44,5;0
"15267";"0";0;0;0;76;0
"15271";"0";0;0;1;44,5;0
"15273";"0";1;0;1;46,5;0
"15274";"0";1;0;1;44,5;0
"15276";"0";0;0;0;42;0
"15277";"1";202;0;1;44,5;0
"15279";"0";1;0;0;92,4;0
"15280";"0";4;2;0;96;0
"15284";"0";2;0;0;65;3
"15285";"0";0;0;1;44,5;0
"15287";"0";1;0;1;37;0
"15288";"0";1;0;0;56;0
"15289";"0";4;0;0;76;0
"15290";"1";3;0;1;44,5;0
"15291";"0";0;0;0;56;1
"15293";"0";1;0;0;56;2
"15294";"0";2;0;1;44,5;0
"15300";"0";0;0;0;46,5;0
"15301";"0";0;0;0;44,5;0
"15302";"0";3;0;1;52,5;0
"15305";"0";158;0;1;44,5;0
"15306";"1";176;0;1;44,5;0
"15308";"0";41;0;0;69,02;0
"15309";"1";256;0;0;44,5;0
"15313";"0";1;0;0;44,5;0
"15314";"0";1;0;1;44,5;0
"15315";"0";189;0;0;67;0
"15317";"0";6;0;0;46,5;0
"15318";"0";7;0;1;62,5;0
"15320";"0";204;0;0;44,5;0
"15321";"0";204;0;0;41,98;0
"15325";"0";221;0;1;46,5;0
"15331";"1";239;0;2;62,5;0
"15337";"1";239;0;0;67,31;0
"15338";"1";239;0;0;58;0
"15339";"1";239;0;0;87,5;1
"15340";"1";239;0;1;62,5;0
"15341";"1";239;0;1;44,5;0
"15346";"1";239;0;1;68,74;0
"15349";"0";4;0;1;62,5;0
"15352";"0";3;0;0;70,5;2
"15353";"0";0;0;1;62,2;2
"15358";"1";238;0;0;44,5;0
"15359";"0";0;0;1;43,08;0
"15362";"0";6;0;0;44,5;0
"15363";"0";11;0;2;52;0
"15370";"1";342;0;0;47;0
"15373";"1";342;0;1;9,67;0
"15375";"1";342;0;0;45,9;1
"15377";"1";342;0;0;39;0
"15378";"1";342;0;0;50;0
"15386";"1";342;0;0;57,43;0
"15390";"1";342;0;2;41,29;0
"15392";"1";342;0;0;76,13;0
"15396";"1";342;0;0;56;0
"15399";"1";342;0;0;42,3;1
"15404";"1";342;0;1;44,5;0
"15408";"1";342;0;1;38;0
"15409";"1";342;0;0;30;0
"15411";"1";342;0;0;42;0
"15413";"1";342;0;1;65;0
"15417";"1";342;0;0;35;0
"15418";"1";342;0;1;75;1
"15420";"1";342;0;0;42;0
"15421";"1";342;0;0;35;0
"15429";"1";342;0;0;86;1
"15434";"0";0;0;0;54;0
"15437";"0";196;0;1;44,5;0
"15438";"0";177;0;0;44,5;0
"15443";"0";0;0;0;59,2;0
"15447";"0";0;0;1;70;0
"15448";"0";0;0;2;60;0
"15449";"0";53;0;1;70;0
"15452";"0";207;0;1;60;0
"15463";"0";179;0;0;112;1
"15464";"0";4;0;1;77,4;1
"15465";"0";176;0;1;43;2
"15467";"0";0;0;0;46;2
"15468";"0";0;0;0;38,04;0
"15471";"0";0;0;0;75,08;1
"15472";"0";1;0;0;71,39;1
"15473";"0";10;0;0;40,8;0
"15476";"0";5;0;0;35;1
"15483";"1";262;0;0;42,3;1
"15484";"1";262;0;0;56;2
"15486";"1";262;0;0;35,6;0
"15489";"1";262;0;0;58;2
"15491";"1";262;0;0;58;0
"15493";"1";262;0;0;43,93;0
"15495";"1";262;0;0;58;0
"15496";"1";262;0;0;46,5;1
"15497";"1";262;0;0;76,84;2
"15499";"1";262;0;0;44,18;1
"15500";"1";262;0;0;56;1
"15503";"1";262;0;0;77;1
"15507";"1";262;0;0;70,5;1
"15510";"0";1;0;0;55;1
"15513";"0";219;0;0;64,88;0
"15514";"0";219;0;3;64;0
"15517";"0";219;0;1;63,14;1
"15520";"0";219;0;0;48,43;2
"15521";"0";219;0;0;48;0
"15526";"0";219;0;0;31,2;0
"15528";"0";219;0;0;25;0
"15529";"0";219;0;0;40,32;0
"15531";"0";8;0;0;30;0
"15534";"0";0;0;0;38;0
"15535";"0";17;0;0;39;0
"15536";"0";17;0;0;45;0
"15537";"0";219;1;0;58;0
"15540";"0";219;0;0;54,9;1
"15553";"0";219;0;0;37;0
"15555";"0";219;0;0;39;0
"15560";"0";219;0;0;40;1
"15561";"0";219;0;0;50;1
"15562";"0";219;0;0;27;0
"15563";"0";0;0;0;42;0
"15565";"0";219;1;0;66;1
"15567";"0";17;0;0;25;0
"15568";"0";0;0;2;39;0
"15571";"0";219;0;0;48;0
"15572";"0";219;0;0;42;0
"15573";"0";30;0;0;36,86;0
"15575";"1";256;0;1;73,43;2
"15576";"0";219;0;0;48;0
"15578";"0";0;0;0;35;0
"15581";"0";3;0;0;35;0
"15584";"0";0;0;0;39;0
"15588";"0";0;0;0;48;0
"15589";"1";343;0;1;78,2;0
"15591";"1";343;0;0;54;2
"15594";"1";344;0;0;69;0
"15595";"1";344;0;0;48;0
"15596";"1";344;0;0;35;0
"15598";"0";219;0;0;35;0
"15600";"1";263;0;1;42;0
"15601";"1";0;0;0;48;0
"15604";"1";40;0;0;35;0
"15605";"0";12;0;0;35;0
"15606";"0";0;0;0;35;0
"15608";"1";56;0;0;35;0
"15611";"0";0;0;0;30;0
"15612";"1";37;0;0;30;0
"15614";"0";3;0;0;30;0
"15616";"0";8;0;0;42;0
"15619";"0";0;0;0;57;0
"15626";"0";0;0;0;35;0
"15631";"1";5;0;0;46;1
"15632";"1";5;0;0;58,8;1
"15635";"1";8;0;0;35,1;0
"15637";"0";0;0;0;38,4;0
"15638";"0";3;0;2;45;2
"15648";"0";327;0;0;37,67;2
"15651";"0";0;0;1;82;1
"15652";"1";18;0;0;76;1
"15653";"0";327;0;5;42;0
"15657";"0";327;0;0;62,5;0
"15658";"0";327;0;0;50,8;0
"15659";"1";6;0;0;42,5;1
"15660";"0";0;0;0;42,5;1
"15661";"1";10;0;0;43,93;1
"15666";"1";6;0;0;42;0
"15667";"1";6;0;0;36;0
"15671";"1";6;0;0;36;0
"15672";"1";6;0;0;36;0
"15674";"1";6;0;1;88;1
"15678";"1";6;0;0;39,68;0
"15679";"1";5;0;0;49;2
"15685";"1";5;0;0;56;1
"15691";"1";5;0;0;39,99;1
"15692";"0";1;1;1;146;3
"15693";"0";0;0;0;41;0
"15695";"1";37;0;0;48;0
"15698";"1";49;0;0;46;0
"15702";"0";0;0;1;51;0
"15704";"0";0;0;1;40;0
"15705";"1";35;0;0;35,1;1
"15707";"1";4;0;0;30;2
"15709";"1";9;0;0;30;1
"15710";"1";4;0;0;42;1
"15711";"0";0;0;0;42,28;0
"15716";"0";256;0;0;56;0
"15718";"0";256;0;0;35;0
"15721";"0";256;0;0;48;0
"15722";"0";256;0;0;117;1
"15723";"0";256;0;0;48;0
"15724";"0";256;0;0;70,2;2
"15728";"0";1;0;0;46;1
"15737";"1";106;0;0;56;0
"15739";"1";15;0;1;43,2;0
"15742";"0";237;0;0;67,71;1
"15745";"1";32;0;1;55,08;3
"15748";"1";105;0;0;58,13;0
"15750";"1";105;0;2;83,5;1
"15753";"1";0;0;1;68,7;0
"15759";"1";19;0;0;29,06;0
"15765";"1";19;0;1;31;0
"15767";"1";19;0;0;46,4;1
"15768";"1";19;0;0;29;0
"15769";"1";19;0;1;36,9;1
"15770";"1";19;0;1;26,1;0
"15773";"1";19;0;0;39,33;0
"15775";"1";19;0;0;58;0
"15776";"1";19;0;0;30,6;0
"15778";"1";19;0;0;35;0
"15780";"1";19;0;0;69;0
"15783";"1";19;0;0;68;0
"15784";"1";19;0;0;58;1
"15785";"1";19;0;0;68;1
"15792";"0";19;0;0;80;0
"15793";"0";19;0;1;56,7;0
"15799";"0";19;0;4;36;0
"15800";"0";19;0;1;48;0
"15801";"0";19;0;0;65,73;1
"15805";"0";19;0;2;56;1
"15806";"0";19;0;2;43,2;0
"15809";"0";19;0;2;58,2;0
"15810";"0";19;0;0;62,16;1
"15816";"1";19;0;1;40;0
"15818";"0";19;0;4;48;0
"15819";"0";19;1;3;114;0
"15821";"0";19;0;1;52,2;0
"15829";"0";20;0;2;49,2;0
"15830";"0";0;0;1;50;0
"15831";"0";2;0;2;58,2;0
"15834";"0";0;0;2;56;1
"15837";"1";23;0;2;36;0
"15838";"1";23;0;0;129;0
"15839";"1";23;0;1;43,2;0
"15840";"1";23;0;4;43,2;0
"15841";"1";23;0;2;52,2;0
"15845";"0";0;0;0;36;1
"15851";"0";221;0;1;36;0
"15854";"1";3;0;0;63;0
"15863";"0";3;0;0;76;3
"15865";"0";6;0;0;45;1
"15866";"0";3;0;0;53;0
"15868";"0";3;0;0;48;0
"15869";"0";3;0;1;36;0
"15872";"0";3;0;4;37,6;0
"15878";"0";3;0;0;39;0
"15880";"1";30;0;0;61;0
"15881";"0";5;0;1;44;1
"15882";"1";11;0;1;30;1
"15883";"1";11;0;2;40;0
"15884";"1";9;0;2;40;0
"15887";"0";263;0;2;40;0
"15890";"0";263;0;1;30;1
"15893";"0";263;0;0;59;0
"15895";"0";263;0;2;52,2;0
"15902";"0";1;0;0;53;0
"15903";"0";3;0;0;25;0
"15905";"0";0;0;0;151,2;1
"15907";"0";5;0;0;35;0
"15908";"0";3;0;0;41;0
"15911";"0";4;0;0;30;0
"15912";"0";0;0;0;43,2;1
"15916";"1";32;0;2;58,2;0
"15917";"0";3;0;0;31;0
"15921";"0";8;0;0;38;0
"15922";"0";1;0;0;38;0
"15923";"0";1;0;0;70;0
"15925";"0";3;0;0;36;1
"15927";"0";263;0;0;72;0
"15929";"0";6;0;0;72;0
"15932";"1";343;1;1;86;0
"15935";"1";19;0;0;72;0
"15936";"1";20;0;0;72;1
"15939";"1";21;0;0;66;0
"15940";"1";18;0;0;66;0
"15944";"1";12;0;0;66;0
"15945";"1";5;0;0;86;0
"15946";"1";20;0;0;86;0
"15947";"1";0;0;0;86;0
"15951";"1";31;0;0;86;0
"15953";"0";7;0;0;86;0
"15954";"0";3;0;0;86;0
"15956";"0";2;0;0;35;0
"15958";"0";1;0;0;35;0
"15963";"0";9;0;0;38;0
"15965";"0";10;0;0;36;1
"15967";"0";8;0;0;24,94;0
"15971";"0";0;0;0;21,37;1
"15973";"0";5;0;0;30,5;0
"15976";"0";7;0;0;149;1
"15978";"0";4;0;0;32;0
"15979";"0";4;0;0;50;0
"15982";"0";0;0;1;38;0
"15987";"0";11;0;0;54;0
"15990";"0";11;0;0;40;1
"15991";"0";11;0;1;34;0
"15993";"0";11;0;0;26;0
"15999";"0";11;0;0;31;0
